menu,bahan,langkah,hasil,kalori_kkal,lemak_g,karbohidrat_g,protein_g,serat_g,kolesterol_mg,gambar_url
spring roll ayam,roasted sesame dressing rice paper daging dada ayam ayam pedaging dipanggang dimasak wortel mentimun kulit bihun dimasak,rebus bihun tiriskan potong sayur celup rice paper detik air siapkan gulung kertas nasi bihun ayam sayuran dalamnya saus wijen saus,1 porsi,119,3.09,16.86,4.11,0.8,8,https://m.ftscrt.com/static/recipe/eb63a2e9-07c5-4670-9ddd-3f5e668eb6d6.jpg
salad mentimun dengan coleslaw,mayonnaise roasted sesame kentang rebus selada kol jagung rebus mentimun kulit,cuci sayuran air mengalir potong sayuran sesuai rebus air mendidih rebus jagung kentang biarkan dingin campur sayuran mangkuk tambahkan sisa bahan pindahkan mangkuk sajikan,1 porsi,525,18.06,88.56,10.39,10.1,16,https://m.ftscrt.com/static/recipe/f0c62326-e874-4d46-962e-09cbc14c79a3.jpg
gulungan salad daging sapi asap,rice paper keju slice smoked beef wortel mentimun kupas selada air,celupkan rice paper air hangat lemas mudah dibentuk susun bahan rice paper gulung salad disajikan,1 porsi,180,6.78,17.04,11.72,1.2,20,https://m.ftscrt.com/static/recipe/3561e4db-f6a7-449b-8a67-0d653b5dc87f.jpg
salad,lada putih bubuk jus jeruk nipis olive oil tomat jamur dimasak lemak masakan bawang bombay dimasak tumbuk oregano garam madu selada telur ceplok mentimun kupas,cuci bahan salad kupas potong tipis bawang bombay tumis minyak garam potong potong tipis jamur tumis minyak garam kupas mentimun buang bijinya potong buang biji tomat potong keringkan selada potong sesuai selera ceplok telur minyak garam dressingnya campurkan air jeruk nipis madu garam merica oregano olive oil,1 porsi,475,26.49,55.72,10.37,6.5,228,https://m.ftscrt.com/static/recipe/64343068-e4a2-4315-abb1-61511a7a3f82.jpg
salad selada nanas tomat cerry,iris jeruk nipis minyak zaitun ekstra virgin saus siram wijen sangrai bubuk cabai nanas tomat anggur selada daun hijau,cuci bersih selada tomat nanas rendam dlm air garam menit bilas bahan air bersih potong sesuai selera keringkan pengering sayuran campur smua bahan salad dressing kewpie saus siram wijen sangrai minyak zaitun sari kurma bawang putih bubuk cabe bubuk optional perasan air jeruk nipis siram salad dressing salad yg disajikan aduk utk disantap,1 porsi,233,19.43,14.16,2.17,2.1,0,https://m.ftscrt.com/static/recipe/88927be0-c6c8-41c4-b82e-9441bdb59263.jpg
acar timun nanas,jeruk nipis bawang merah cabai merah rawit garam nanas wortel mentimun kulit paprika hijau gula pasir,potong dadu mentimun buang tengahnya nenas wortel iris tipis bawang merah cabe rawit cabe hijau campurkan bahan tambahkan air jeruk nipis gula garam sajikan,3 porsi,113,0.66,28.13,2.33,4.1,0,https://m.ftscrt.com/static/recipe/8f354947-ebb2-431b-9e36-29fbe3e23bf5.jpg
spring roll,telur goreng roasted sesame dressing udang kukus rebus rice paper utuh tomat mayones mangkok bihun dimasak wortel kembang kol selada daun hijau,siapkan bahan bahan isian rendam detik rice paper air hangat bungkus bahan rice paper dressing campur salad dressing toasted sesame kewpie mayonais spring roll disajikan,1 porsi,332,12.7,43.24,10.17,5.1,88,https://m.ftscrt.com/static/recipe/e98a016b-1bf7-4053-aeed-74fdb2746a74.jpg
bolu tape,baking powder susu uht low fat margarine tepung terigu telur tape singkong gula pasir,lumatkan tape susu sisihkan kocok telur gula putih kental berjejak masukan tape dilumatkan adonan telur aduk masukan terigu baking powder adonan aduk masukan margarine adonan aduk cairan mengendap adonan tuang loyang panggang suhu c menit bolu matang tes kematangan bolu menusuk bolu adonan menempel bolu matang sempurna,16 porsi,233,9.31,31.31,4.27,0.3,80,https://m.ftscrt.com/static/recipe/5d9f2847-9921-4abf-a285-8b711e62be43.jpg
sandwich,daun selada sachet saus sambal lembar roti tawar gandum slice keju slice telur ceplok,bahan panggang roti pan minyak mencoklat ceplok telur tambahkan garam sejumput kocok telur goreng susun roti bahan bahan disiapkan,1 porsi,467,23.82,38.12,20.7,6.1,457,https://m.ftscrt.com/static/recipe/6b4d7f9a-b598-4347-aa8e-744550ca847c.jpg
banana oat cookies,choco chips kismis havermout oatmeal instan kurma pisang,lumatkan pisang halus garpu tambahkan oat bahan campur menyatu ambil sesendok campuran letakkan airfryer loyang tekan ratakan garpu panggang kue suhu c menit angkat dinginkan disajikan,4 porsi,120,2.06,25.29,2.57,3.6,0,https://m.ftscrt.com/static/recipe/dc63ff91-5ee7-44c1-8522-6f90335d4f88.jpg
bagel,kering ragi minyak goreng tepung terigu cakra kembar tepung terigu kunci biru garam air madu gula pasir,campur bahan kecuali minyak uleni menit tambahkan minyak uleni adonan kalis biarkan mengembang jam adonan diamkan menit bentuk bagel diamkan menit rebus air panci tambahkan gula merah mendidih tambahkan campuran bagel didihkan sisi detik taruh loyang panggang oven suhu c menit,6 porsi,233,2.29,46.76,7.06,0.2,0,https://m.ftscrt.com/static/recipe/d67fc8b7-0ee1-4717-b81d-b557c840570d.jpg
vegan cookies,cornflakes dark chocolate chips fiber creme virgin coconut oil rolled oats cranberry kering ekstrak vanila madu kismis biji chia seed biji bunga matahari kering garam,gr blender rolled oats tepung campur chia seed sdm air matang diamkan set campur tepung chia seed madu aduk masukan bahan bentuk adonan panaskan oven menit masak suhu,20 porsi,63,2.29,9.73,1.21,1.4,0,https://m.ftscrt.com/static/recipe/58c1a644-41f6-4840-a0f4-173470d7c36a.jpg
bolu sagon kelapa,sejumput garam laut minyak goreng telur baking soda kelapa kering gula pasir tepung terigu putih keperluan,kocok telur gula ovalet sdt garam sejumput mengembang berwarna pucat masukkan kelapa parut kering tepung terigu baking powder aduk merata tambahkan minyak sayur aduk tercampur siapkan loyang tataki kertas baking diolesi mentega tuangkan adonan loyang panggang oven suhu c menit angkat sajikan,5 porsi,499,34.31,41.87,7.63,3.9,127,https://m.ftscrt.com/static/recipe/48b49dc1-f0b1-4ef5-95ae-947cfa61814c.jpg
oatbanana cookies,pisang chia seed oat,penyetkan pisang hancur masukan oatmeal chiaseed aduk cetak panggang suhu c menit,1 porsi,385,6.7,71.42,13.69,11.9,0,https://m.ftscrt.com/static/recipe/a83386c8-d69d-453f-9902-e8bd9a463061.jpg
prol tape keju,sendok makan kental manis cheddar cheese unsalted butter tepung terigu cakra kembar kuning telur tape singkong garam ekstrak vanila gula pasir,haluskan tape masukkan vanili skm kocok kuning telur gula larut wisk campurkan adonan tape aduk masukkan tepung terigu butter yg dilelehkan masukkan loyang yg dialasi kertas roti dioles margarin masukkan oven panggang api menit suhu keluarkan oles butir kuning telur tabur keju parut oven menit,16 porsi,157,6.13,22.65,2.85,0.4,76,https://m.ftscrt.com/static/recipe/40a07461-1480-47ce-939d-f5900d4305e2.jpg
banana oat cake,classic selai kacang lembar singles low fat high calcium coklat instant whole oats telur pisang kacang almond,kocok telur ballon wishk berbusa masukan kopi selai pisang yg dilumatkan kocok sebentar masukan oat me diblender almond cacah aduk tuang susu aduk tuang loyang yg sdh dioles minyak ratakan topping keju slice panggang oven yg sdh dipanaskan m,2 porsi,323,16.01,32.2,14.4,5.6,124,https://m.ftscrt.com/static/recipe/cca1aae7-25a5-44f4-82f5-994cc3bd51d0.jpg
vegan chocolate strawberry banana cake,sejumput garam laut granola chocolate vanilla wholegrain rolled oats minyak jagung almond milk telur pisang baking soda,campur bahan oats yg hancurin jdj tepung susu almond telur pisang baking soda garam himalaya granola granola hancurin pakek air panas mixer kecetakan cetakan masukan oven suhu menit,8 porsi,291,17.68,28.06,6.51,4.2,47,https://m.ftscrt.com/static/recipe/846d26ec-e0cb-47ac-8468-25b5284399d8.jpg
bolu pisang oat kukus,keju cheddar telur sendok makan instant oatmeal pisang baking soda,blender oat halus campur telur oat d blender beserta baking powder haluskan pisang tuang pisang halus adonan siapkan loyang kukusan kukus menit sajikan,11 porsi,46,1.06,8.25,1.51,1.0,17,https://m.ftscrt.com/static/recipe/a70d08ad-a53f-4c8c-801b-b5556b96f6cf.jpg
roti tawar,ragi margarin susu bubuk full cream telur sejumput garam air gula bubuk tepung terigu putih keperluan,campurkan bahan kecuali margarin garam bahan tercampur masukan margarin aduk bahan tercampur adonan kalis istirahatkan adonan jam biarkan adonan mengembang kali lipat ukuran panggan adonan oven menit suhu c roti matang oleskan margarin roti selagi hangat roti disajikan,8 porsi,134,3.34,21.25,4.17,1.4,26,https://m.ftscrt.com/static/recipe/134a0c2b-3e5d-4fe3-a74e-f415bc70b9a5.jpg
milk tea chiffon,tepung pati jagung susu uht full cream telur minyak sayur canola gula pasir tepung terigu putih keperluan,mixer putih telur campur kuning telur bahan oven jam panas c,13 porsi,138,6.77,15.75,3.53,0.2,82,https://m.ftscrt.com/static/recipe/b72547f5-3a55-4933-9e7b-aa209f1a1e5b.jpg
tumis kubis,udang rebon kaldu jamur saus tiram kubis hijau cabai merah rawit bawang merah utuh tomat merah bawang putih gula merah,potong sayuran sesuai ukuran tumis bawang merah bawang putih wajan diolesi minyak tambahkan bahan tuang air tutup masak matang,4 porsi,89,1.55,19.17,3.4,4.9,0,https://m.ftscrt.com/static/recipe/17dcae94-b8d0-4236-bb60-e9047d920177.jpg
toge telur,bungkus level saos tiram bakso daging sapi kecap manis sedaap egg sprouts water,rebus air masukkan toge potong potong bakso kocok telur masukkan rebusan air kecap saori bubuk cabai rebus matang,1 porsi,252,6.84,26.73,21.9,3.3,212,https://m.ftscrt.com/static/recipe/feb3a055-9e3c-4740-a8f8-83455953a5f2.jpg
sawi isi ayam udang,lada putih bubuk sajiku tepung bumbu serbaguna saus bumbu tiram kecap asin udang sawi dimasak segar garam minyak wijen gula pasir dada ayam wortel,kukus sawi lunak diamkan giling bahan sawi chopper lebarkan lembaran sawi adonan hasil gilingan gulung kukus menit,2 porsi,131,4.94,9.83,12.51,0.7,46,https://m.ftscrt.com/static/recipe/1016de03-9802-40d2-bf4b-1b1ef6784a1c.jpg
tumis buncis tempe,kaldu jamur saus tiram buncis bawang putih air bawang bombay tempe,potong potong buncis tempe cincang bawang putih bawang bombay didihkan air tambahkan bawang bombay bawang putih saus tiram kaldu jamur masukkan tempe buncis masak buncis empuk disajikan,5 porsi,111,4.89,9.9,9.5,1.7,0,https://m.ftscrt.com/static/recipe/a85d2fdc-037e-4bee-826d-fe7b186bbd25.jpg
tumis tempe labu kacang panjang,lada putih bubuk kaldu jamur saus tiram kacang hijau garam bawang bombay labu siam bawang putih tempe air,potong potong tempe labu kacang bawang bombay sesuai selera cincang bawang putih sisihkan didihkan air tambahkan bawang bombay bawang putih saus tiram kaldu jamur garam lada masukkan tempe aduk diamkan sebentar bumbu meresap tempe masukkan kacang labu siam aduk diamkan sebentar sayuran matang disajikan,10 porsi,90,4.04,7.73,7.69,1.4,0,https://m.ftscrt.com/static/recipe/baba9ac3-cdb9-4f9e-a4cc-dee93bce7057.jpg
bakso ayam oat,lada putih bubuk saos tiram tepung pati jagung kaldu jamur telur minyak kelapa instant oatmeal garam siung bawang putih dada ayam kulit dimakan daun bawang bawang merah,goreng bawang merah dg minyak kelapa kering campur bahan blender kecuali daun bawang tambahkan daun bawang bawang goreng rebus air mendidih kecilkan kompor masukkan bakso bentuk sesuai selera didihkan rebus menit bakso mengambang sajikan sup dibakar,4 porsi,197,6.18,15.26,19.25,1.4,95,https://m.ftscrt.com/static/recipe/7115392f-0cb2-45cc-a831-47c62885c2ba.jpg
kimchi jiggae,dada ayam rebus kulit dimakan tahu putih telur kimchi bawang bombay jamur kancing bubuk cabai siung bawang putih daun bawang,oseng bawang putih bawang bombay minyak layu masukin air kurleb ml masukin ayam tahu ayam matang masukan kimchi jamur layu masukan putih telur bubuk cabai daun bawang aduk aduk taburi nori biji wijen opsional,1 porsi,210,5.72,17.03,26.12,5.0,38,https://m.ftscrt.com/static/recipe/ad0a84ed-9643-45d5-b50c-452542def1ab.jpg
enoki pedas manis,minyak goreng saos tiram jamur enoki bubuk cabai garam minyak wijen siung bawang putih saus tomat gula pasir,potong akar jamur cuci panaskan minyak wajan tumis bawang putih harum tambahkan sisa bahan bertahap masak menit empuk,2 porsi,134,8.0,14.56,3.61,1.6,0,https://m.ftscrt.com/static/recipe/6699115a-75a0-43b7-80e0-a6b488378953.jpg
tumis kecambah,sambal tabur bawang merah telur tomat kecambah putih telur sejumput lada hitam garam bawang putih daun bawang,cuci potong sayuran masukkan tomat wajan panas aduk jusnya tambahkan bawang putih bawang bombay aduk harum masukkan sisa bahan tambahkan air sesuai kebutuhan didihkan menit,2 porsi,95,3.48,8.15,8.26,1.9,131,https://m.ftscrt.com/static/recipe/dec33b85-e1e7-45d5-9708-f407673d4287.jpg
tumis sayuran,sejumput garam laut saos tiram sejumput lada hitam buncis wortel bawang bombay siung bawang putih kembang kol,potong sayuran potongan potongan tumis bawang putih bawang bombay wajan antilengket perlahan tambahkan sisa bahan masak empuk,2 porsi,80,0.31,18.12,3.49,5.8,0,https://m.ftscrt.com/static/recipe/24c9d481-ed55-4da8-9e6a-8bf9e1937d14.jpg
ayam goreng bumbu kuning,bumbu racik ayam goreng ayam air,bilas potong ayam masukkan air panci tambahkan bumbu ayam goreng didihkan masukkan potongan ayam masak api empuk air menyusut goreng ayam air fryer minyak matang,4 porsi,487,26.98,2.5,54.14,0.0,174,https://m.ftscrt.com/static/recipe/1584852f-c454-4a74-bedd-5990048ad453.jpg
ayam suwir kecap,kaldu jamur minyak goreng kecap manis cabai merah rawit dada ayam bawang bombay,rebus kukus ayam matang matang angkat robek robek daging ayam ukuran cincang bawang bombay haluskan cabe rawit panasan minyak diatas wajan tumis bawang bombay cabe rawit tambahkan kecap kaldu jamur garam merica masukkan ayam disuwir aduk bumbu tercampur sajikan,1 porsi,492,23.02,22.89,45.52,1.8,124,https://m.ftscrt.com/static/recipe/4f2ba353-7ba6-4abb-be0b-85f579b10b7c.jpg
udang nori,takaran stevia sweetener takaran lada putih bubuk bungkus rumput laut panggang nori porsi kaldu jamur garam udang minyak wijen wortel daun bawang,siapkan bahan cincang udang bawang daun parut wortel parutan keju masukan bahan kedalam wadah minyak jijen bumbu penyedap garam merica kaldu jamur pemanis stevia aduk tercampur potong nori segi disisi panaskan teflon olesan minyak wijen taruh nori diatas teflon lapisi adonan nori tertutup tutup teflon panggang api yg matang balikkan perlahan sajikan piring nasi sayuran pilihan,5 porsi,47,2.56,1.61,4.17,0.4,29,https://m.ftscrt.com/static/recipe/7955a85c-1945-434f-83c4-e4287f5fe9e3.jpg
stir fry asparagus,minyak goreng tropical asparagus siung bawang putih,rebus asparagus lunak tumis bawang putih minyak masukkan asparagus direbus tumis asparagus bawang putih tunggu matang hidangan disantap,2 porsi,22,0.97,2.83,1.42,1.3,0,https://m.ftscrt.com/static/recipe/0a6ffa06-fd14-40bd-b6dc-c5b880df608c.jpg
oseng toge tahu telur,kaldu jamur minyak goreng telur kecambah tahu kecap manis cabai merah rawit bawang putih jahe,potong dadu tahu masukkan wadah kocok lepas telur tuang kedalam tahu panaskan minyak tumis bawang putih cabe rawit jahe harum tuang tahu telur aduk aduk telur matang masukkan toge aduk aduk bumbui kecap manis kaldu jamur tambahkan air masak bumbu meresap oseng toge tahu telur disajikan,1 porsi,487,29.7,29.12,29.79,3.7,499,https://m.ftscrt.com/static/recipe/ec64a84f-936e-49b6-a682-bbb3dd4d6e71.jpg
tumis pokcoy saus tiram,minyak goreng pakcoy siung bawang putih cabai merah rawit saus tiram bawang merah,cuci bersih pokcoy potong potong sesuai selesai kupas bawang merah bawang putih cabai cuci bersih iris tipis memanjang cabai panaskan minyak wajan masukan bawang merah bawang putih tunggu harum masukan cabai tunggu wangi masukan pokcoy aduk aduk masukan saus tiram tambahkan air tunggu matang makanan disajikan,3 porsi,195,11.94,22.77,3.13,4.8,0,https://m.ftscrt.com/static/recipe/11a594cd-c290-4fea-ad40-073acdab4c57.jpg
tahu goreng telur,takaran royco ayam telur minyak goreng x penyaringan cabai merah rawit bawang merah tahu garam siung bawang putih,haluskan bawang merah bawang putih cabai campur tahu dihaluskan masukkan bahan kecuali minyak panaskan minyak wajan goreng berwarna cokelat keemasan,8 porsi,189,16.69,6.92,4.51,1.1,46,https://m.ftscrt.com/static/recipe/3f634a4d-0188-4752-b68d-37ef262910d3.jpg
tumis tahu dan tuna,takaran royco ayam minyak kanola cabai merah rawit bawang merah tahu ikan tongkol garam siung bawang putih,iris cabai bawang merah bawa putih tumis minyak kanola potong dadu tahu suwir ikan tongkol masukan bumbu tumis tumis masukan garam royco hidangkan,1 porsi,313,18.11,23.0,17.9,5.0,18,https://m.ftscrt.com/static/recipe/d18fe186-d3ef-4e1e-bba6-ff947a09f221.jpg
tumis timun dan ayam,sejumput lada putih bubuk takaran royco ayam kecap manis minyak kanola sejumput garam daging paha kulit ayam ayam pedaging mentimun kulit,goreng ayam minyak canola berwarna cokelat keemasan tambahkan mentimun potong dadu bumbu aduk harum merata pindahkan piring sajikan nasi opsional,1 porsi,236,17.43,8.93,10.16,0.4,40,https://m.ftscrt.com/static/recipe/698e30fc-8687-47c1-b7be-529db7f9eea5.jpg
tumis kangkung,minyak goreng bawang merah cabai merah rawit bawang putih kangkung,tumis bawang merah bawang putih smpai harum minyak goreng masukan cabai kangkung tumis layu,1 porsi,58,3.09,6.41,2.29,1.6,0,https://m.ftscrt.com/static/recipe/dd44fafb-7c78-4a53-bdf6-b34c952f060e.jpg
tumis telur tahu,royco ayam bawang putih cincang telur kecambah kaldu jamur sambal goreng daun bawang bayam tempe tahu,tumis baput bawang putih cincang saus sambal masukkan potongan tempe tumis harum kocok telur tahu tambahkan tumisan aduk telur tahu menggumpal tambahkan air tambahkan tauge daun bawang bayam tambahkan air tambahkan bumbu kaldu jamur royco tumis matang angkat sajikan,1 porsi,278,14.74,15.09,26.23,2.8,220,https://m.ftscrt.com/static/recipe/5ff58275-2317-4e0e-aaee-7ebe45a505a5.jpg
ayam saos tiram,sejumput garam laut lengkuas minyak goreng kecap manis saus sambal bawang bombay sejumput lada hitam saus tiram siung bawang putih gelas air dada ayam cabai merah rawit daun bawang,potong bahan rebus air mendidih masak ayam sisihkan selesai wajan dipanaskan tumis bawang bombay tambahkan cabai lengkuas aduk tambahkan sisa bumbu rempah rempah masukkan ayam tambahkan air tambahkan daun bawang cincang halus aduk,2 porsi,669,26.24,29.58,76.67,3.9,208,https://m.ftscrt.com/static/recipe/7d697424-6c3e-4844-bccd-03e715b618a7.jpg
pakcoy dengan bawang putih,lada putih bubuk saos tiram minyak goreng garam minyak wijen pakcoy siung bawang putih gula pasir,tumis bawang putih minyak goreng tambahkan saus tiram garam merica rebus pakcoy tiriskan pakcoy siram kuah,1 porsi,193,14.68,14.22,1.72,1.5,0,https://m.ftscrt.com/static/recipe/523a726d-9fdb-4b30-858b-039133c90dc0.jpg
tempe kecap,siung bawang putih dimasak minyak goreng cabai merah rawit garam bawang merah kecap manis tempe,kupas bawang merah bawang putih bawang putih cincang halus cabai panaskan minyak tumis bumbu harum masukan air garam kecap manis masukan tempe udah dipotong dadu aduk aduk air susut,1 porsi,489,23.68,56.79,22.38,6.4,0,https://m.ftscrt.com/static/recipe/082cfdd8-bbd1-4a46-a40c-e05649259d3a.jpg
sup tahu brokoli,lada putih bubuk garam laut minyak goreng telur brokoli tahu siung bawang putih gula pasir,cuci bersih brokoli pot dg tahu tumis bawang putih dg minyak masukkan air masukkan brokoli rebus masukkan bumbu masuk lg tahu kocok telur tuang sdkit dlm panci rebusan aduk dimakan,2 porsi,159,9.32,8.89,12.05,2.0,106,https://m.ftscrt.com/static/recipe/62115c31-49dd-4fc9-b195-88707c406401.jpg
sup tofu telur,kaldu jamur minyak goreng egg tofu telur cabai merah rawit bawang merah garam saus tiram siung bawang putih,potong tahu sesuai selera cincang bawang putih bawang merah panaskan minyak goreng teflon masukan bawang putih masak tercium wanginya masukan bawang merah diaduk gosong tambahkan air gelas masukan cabai garam kaldu jamur saus tiram masukan telur orak arik masukan tofu diamkan mendidih matang,1 porsi,503,38.59,31.92,18.12,5.3,186,https://m.ftscrt.com/static/recipe/afcbc87b-2fa3-401c-acfb-008d88fdaaa1.jpg
tempe tahu orek,bawang merah saus sambal minyak goreng kecap manis bawang putih tempe tahu goreng,potong potong tempe tahu goreng iris bawang merah bawang putih panaskan minyak tumis bawang merah bawang putih iris tipis bawang merah bawang putih matang masukkan tempe goreng tempe matang masukkan tahu aduk masukkan kecap sambal masak matang,305 porsi,5,0.29,0.39,0.18,0.0,0,https://m.ftscrt.com/static/recipe/5cbb7046-4610-454b-88c4-266719105876.jpg
ayam brokoli tumis,minyak goreng saus tiram mangkok segar potongan batang brokoli dimasak segar sejumput lada hitam garam dada ayam siung bawang putih,potong ayam dadu goreng ayam kering tumis bawang putih brokoli masuk ayam air saus tiram bumbu aduk sajikan,1 porsi,347,20.58,14.47,27.81,5.4,66,https://m.ftscrt.com/static/recipe/fc638dbc-f534-4535-b9ab-fdf561cfc0a1.jpg
dada ayam paprika,bawang putih cincang udang sejumput lada hitam sejumput garam saus tiram dada ayam brokoli wortel paprika kuning manis air,masukan air tunggu mendidih masukan bawang putih cincang masukan dada ayam aduk mendidih masukan sayuran bumbu lainya aduk matang sajikan taburan daun petersely,1 porsi,272,7.37,12.69,38.55,2.7,165,https://m.ftscrt.com/static/recipe/5e3c92fb-8155-402e-8e15-ad37f67a49f3.jpg
gyoza,sejumput garam laut tepung tapioka pangsit polos minyak wijen saus tiram dada ayam siung bawang putih mangkok daun bawang kubis,haluskan dada ayam tapioka butir telur kubis chopper halus lupa bumbu isi kulit pangsit isian gyoza kukus teflon menit air ditutup,20 porsi,49,1.62,4.86,3.73,0.3,9,https://m.ftscrt.com/static/recipe/01c35b4f-3dbb-4654-a79b-a94f6d3204da.jpg
perdekel tahu bawang,bawang merah virgin coconut oil telur bawang putih daun bawang tahu,iris bawang bawangan panggang harum hancurkan tahu tambahkan bawang bawangan masukan telur adonan tahu tambahkan garam merica kaldu jamur panaskan sdm vco teflon anti lengket dry frying adonan kurleb sdm adonan goreng perkedel tunggu coklatan angkat perkedel dinikmati,8 porsi,42,3.44,1.22,2.4,0.1,26,https://m.ftscrt.com/static/recipe/06ce6870-d0f4-4185-84c8-c051b48e69fc.jpg
kare capit kepiting,minyak goreng sun kara ikat ketumbar bubuk kari kepiting bawang merah siung bawang putih cabai merah rawit,tumis bumbu halus wangi masukkan air masukkan kara masukkan kepiting garam kaldu bubuk tambahkan cabe rawit utuh tes,4 porsi,205,5.37,13.2,26.78,3.0,124,https://m.ftscrt.com/static/recipe/68de2ec5-a6b6-425e-a6bf-a2cdb3a84b67.jpg
ayam tempe penyet,terasi dada ayam garam siung bawang putih cabai merah rawit bawang merah tempe,ulek bumbu blender air halus masukan panci masukan ayam tempe air garam biarkan air menyusut hidangkan,2 porsi,458,18.36,31.37,47.85,6.2,87,https://m.ftscrt.com/static/recipe/cfe1c812-5c58-436f-8927-a6416c60dbc2.jpg
dimsum diet,lada putih bubuk dada ayam royco kaldu sapi pangsit polos bawang merah tahu putih telur garam siung bawang putih wortel,perajang haluskan bawang putih bawang bombay dada ayam tahu garam merica putih telur kaldu parut wortel parutan rujak potong korek api tipis isi kulit pangsit isian ayam tahu yg haluskan kukus matang menit santap nikmati,15 porsi,52,1.53,5.9,3.67,0.5,6,https://m.ftscrt.com/static/recipe/a6db4d28-2474-48c7-ac73-f6667b2ee455.jpg
ayam crispy oatmil,olive oil oat telur bubuk cabai tumbuk oregano dada ayam garam,slice dada ayam ketebalan sesuai selera bumbui dada ayam dgn garam bubuk cabai optional kocok telur tuang quacker oat mangkuk bumbui lg dgn bubuk cabai garlic powder oregano tuang olive oil teflon klo anti lengket yg dipanaskan lumuri dada ayam telur balurkan oat yg dibumbui panggang teflon dgn api angkat ayam kecoklatan,2 porsi,285,16.07,14.82,20.48,1.7,148,https://m.ftscrt.com/static/recipe/a0f3d59b-ae95-44ca-860e-880ed8188266.jpg
pokcoy siram jamur enoki,kaldu jamur margarin jamur enoki egg tofu daging babi bawang bombay sejumput lada hitam pakcoy,rebus pokcoy d air mendidih d garam lelehkan margarin tumus bawang bombay layu masukkan daging babi tumis berubah warna air bumbui lada hitam kaldu jamur aduk masukkan jamur enoki aduk layu koreksi tata pokcoy yg d rebus d piring siram tumisan jamur,4 porsi,117,7.38,5.65,8.06,1.7,18,https://m.ftscrt.com/static/recipe/59a7fc8c-6a05-401f-bbfa-47f263f246c2.jpg
omlate bayam,takaran royco ayam takaran lada putih bubuk minyak goreng filma telur wortel bayam,rebus bayam parut wortel kocok butir telur campurkan parutan wortel bayar rebus tambahkan bumbu penyedap tambahkan cabai saus sambal suka pedas panaskan minyak goreng masak mnt,1 porsi,179,13.65,6.31,8.0,1.4,233,https://m.ftscrt.com/static/recipe/88c11434-9abb-43a5-b451-c0bfc429770e.jpg
steam fish,lada putih bubuk jeruk nipis kecap asin kedelai cabai merah rawit garam ikan bawal minyak wijen saus tiram siung bawang putih iris diameter cm jahe daun bawang sereh,bumbui ikan garam lada jeruk nipis diamkan menit letakkan ikan wadah tahan panas kukus irisan jahe bawang putih sereh menit buang airnya ikan berair dikukus saus sdm air matang minyak wijen kecap asin saus tiram lada asin tambahkan garam menit angkat ikan masukkan saus kukus menit tambahkan daun bawang cabai merah kukus sebentar angkat,1 porsi,310,8.18,21.32,38.45,2.7,123,https://m.ftscrt.com/static/recipe/193b92d4-5b96-4ba1-b64e-7a99bfdb700b.jpg
aglio olio,garam boncabe minyak goreng lada putih bubuk saos tiram minced garlic spaghetti chicken breast skin not eaten medium carrot mangkok green string beans tumbuk oregano chicken sausage,rebus spageti al dente tumis bawang putih masukan dada ayam sosis sayuran saus tiram bumbu masukan spageti yg direbus lada garam oregano boncabe disajikan,2 porsi,292,8.5,33.46,19.2,4.2,42,https://m.ftscrt.com/static/recipe/82f06889-2e66-4ded-a233-81ff7d6863a2.jpg
sup daging selada air,royco ayam lada putih bubuk garam daging sapi cabai merah rawit bawang bombay bawang putih selada air jamur tiram,rebus daging buang airnya direbus bawang putih bawang bombay cabe bumbui garam merica royco ayam masukan jamur tunggu masukan selada air tunggu sampe selada air matang disajikan,4 porsi,193,10.9,8.91,17.07,2.8,44,https://m.ftscrt.com/static/recipe/357c500a-d89c-4045-ad20-ba5ed87a7d77.jpg
kwetiau ayam,bawang bombay dimasak minyak goreng sendok saus sambal dada ayam kwetiau kecap manis garam,panaskan minyak wajan tumis bawang bombay masukkan ayam yg potong tumis sebentar tambahkan kwetiau bumbunya campur angkat api selesai tambahkan lauk,1 porsi,322,9.43,48.97,9.9,0.5,16,https://m.ftscrt.com/static/recipe/9c82a46c-2cb2-4490-89ec-b134ef3d14ed.jpg
bulgogi,lada putih bubuk kecap asin kecap manis minyak goreng daging sapi bawang bombay sejumput lada hitam saus tiram saus tomat,iris tipis daging sapi bawang bombay masukkan mangkuk tambahkan bumbu marinasi menit semalaman wajan dipanaskan tumis daging sapi diasinkan diaduk dibalik sesering suka matang sajikan telur sayuran,2 porsi,705,33.82,65.61,35.53,1.0,109,https://m.ftscrt.com/static/recipe/d5f8b0d9-dadc-45ac-9eb0-6b2b3a7963d3.jpg
spaghetti gandum dengan saus tomat,susu uht low fat spageti gandum telur siung bawang putih saus spageti daging bawang merah gelas air,rebus air mendidih garam masak spaghetti gandum tiriskan saringan tumis bawang bombay granite teflon tambahkan saus spageti tomat aduk tambahkan spageti aduk tambahkan air tambahkan telur susu rendah lemak aduk mengental pindahkan piring sajikan mentimun opsional,1 porsi,252,7.95,34.01,12.42,3.8,213,https://m.ftscrt.com/static/recipe/db201b7a-b425-4dfb-9459-ae0083d41ddd.jpg
