menu,bahan,langkah,hasil,kalori_kkal,lemak_g,karbohidrat_g,protein_g,serat_g,kolesterol_mg,gambar_url
Tumis Pokcoy Saus Tiram,"['1. 3 sdm minyak goreng', '2. 100 gram pakcoy', '3. 3 siung bawang putih', '4. 30 gram cabai merah atau rawit', '5. 100 gram saus tiram', '6. 5 kecil bawang merah']","['1. Cuci bersih pokcoy, potong potong sesuai selesai.', '2. Kupas bawang merah, bawang putih, dan cabai. Cuci bersih, lalu iris tipis dan memanjang untuk cabai.', '3. Panaskan minyak dalam wajan, masukan bawang merah dan bawang putih tunggu hingga harum, masukan cabai tunggu wangi.', '4. Masukan pokcoy aduk aduk.', '5. Masukan saus tiram, tambahkan air sedikit.', '6. Tunggu hingga matang, makanan siap disajikan.']",3 porsi,195,11.94,22.77,3.13,4.8,0,https://m.ftscrt.com/static/recipe/11a594cd-c290-4fea-ad40-073acdab4c57.jpg
Tahu Goreng Telur,"['1. 1 takaran royco ayam', '2. 2 sedang telur', '3. 125 ml minyak goreng 2x penyaringan', '4. 1 sdm cabai merah atau rawit', '5. 4 sedang bawang merah', '6. 250 gram tahu', '7. 5 sdt garam', '8. 2 siung bawang putih']","['1. Haluskan bawang merah, bawang putih, dan cabai. Campur mereka dengan baik.', '2. Tahu dihaluskan lalu masukkan semua bahan kecuali minyak.', '3. Panaskan minyak dalam wajan dan goreng sampai berwarna cokelat keemasan.']",8 porsi,189,16.69,6.92,4.51,1.1,46,https://m.ftscrt.com/static/recipe/3f634a4d-0188-4752-b68d-37ef262910d3.jpg
Tumis Tahu dan Tuna,"['1. 1 takaran royco ayam', '2. 1 sdm minyak kanola', '3. 10 gram cabai merah atau rawit', '4. 2 kecil bawang merah', '5. 57 1/2 gram tahu', '6. 43,8 gram ikan tongkol', '7. 1/2 sdt garam', '8. 2 siung bawang putih']","['1. Iris semua cabai, bawang merah dan bawa putih. Lalu tumis dengan minyak kanola.', '2. Potong dadu tahu dan suwir ikan tongkol. Lalu, masukan ke bumbu yang sudah di tumis.', '3. Tumis dan masukan garam serta royco secukupnya. Lalu hidangkan.']",1 porsi,313,18.11,23.0,17.9,5,18,https://m.ftscrt.com/static/recipe/d18fe186-d3ef-4e1e-bba6-ff947a09f221.jpg
Tumis Timun dan Ayam,"['1. 1 sejumput lada putih bubuk', '2. 1/2 takaran royco ayam', '3. 5 ml kecap manis', '4. 1 sdm minyak kanola', '5. 1 sejumput garam', '6. 50 gram daging paha dan kulit ayam (ayam pedaging)', '7. 80 gram mentimun (dengan kulit)']","['1. Goreng ayam dalam minyak canola sampai berwarna cokelat keemasan.', '2. Tambahkan mentimun potong dadu dan bumbu.', '3. Aduk hingga harum dan merata.', '4. Pindahkan ke piring dan sajikan dengan nasi, opsional.']",1 porsi,236,17.43,8.93,10.16,0.4,40,https://m.ftscrt.com/static/recipe/698e30fc-8687-47c1-b7be-529db7f9eea5.jpg
Tumis Kangkung,"['1. 3 ml minyak goreng', '2. 9 gram bawang merah', '3. 1/2 gram cabai merah atau rawit', '4. 10 gram bawang putih', '5. 60 gram kangkung']","['1. Tumis bawang merah dan bawang putih smpai harum dalam minyak goreng.', '2. Masukan cabai dan kangkung.', '3. Tumis hingga layu.']",1 porsi,58,3.09,6.41,2.29,1.6,0,https://m.ftscrt.com/static/recipe/dd44fafb-7c78-4a53-bdf6-b34c952f060e.jpg
Tumis Telur Tahu,"['1. 2 g royco ayam', '2. 1 sdt bawang putih cincang', '3. 1 besar telur', '4. 50 gram kecambah', '5. 10 gram kaldu jamur', '6. 1 sdm sambal goreng', '7. 10 gram daun bawang', '8. 50 gram bayam', '9. 50 gram tempe', '10. 70 gram tahu']","['1. Tumis baput, bawang putih cincang dan saus sambal lalu masukkan potongan tempe dan tumis hingga harum.', '2. Kocok telur dan tahu.', '3. Tambahkan ke tumisan, lalu aduk hingga telur dan tahu sedikit menggumpal. Tambahkan sedikit air.', '4. Tambahkan tauge, daun bawang dan bayam lalu tambahkan lebih banyak air jika perlu.', '5. Tambahkan bumbu kaldu jamur dan sedikit royco. Tumis hingga semuanya matang.', '6. Angkat dan sajikan.']",1 porsi,278,14.74,15.09,26.23,2.8,220,https://m.ftscrt.com/static/recipe/5ff58275-2317-4e0e-aaee-7ebe45a505a5.jpg
Ayam Saos Tiram,"['1. 1 sejumput garam laut', '2. 10 g lengkuas', '3. 1 sdm minyak goreng', '4. 1 sdm kecap manis', '5. 22 g saus sambal', '6. 1 sedang bawang bombay', '7. 1 sejumput lada hitam', '8. 4 sdm saus tiram', '9. 5 siung bawang putih', '10. 3/4 gelas air', '11. 500 gram dada ayam', '12. 20 gram cabai merah atau rawit', '13. 10 gram daun bawang']","['1. Potong semua bahan.', '2. Rebus air hingga mendidih lalu masak ayam. Sisihkan saat Anda selesai.', '3. Dalam wajan yang sudah dipanaskan, tumis bawang bombay lalu tambahkan cabai dan lengkuas. Aduk dan tambahkan sisa bumbu dan rempah-rempah.', '4. Masukkan ayam dan tambahkan sedikit air.', '5. Tambahkan daun bawang cincang halus. Aduk rata.']",2 porsi,669,26.24,29.58,76.67,3.9,208,https://m.ftscrt.com/static/recipe/7d697424-6c3e-4844-bccd-03e715b618a7.jpg
Pakcoy dengan Bawang Putih,"['1. 3 g lada putih bubuk', '2. 5.8 g saos tiram', '3. 1 sdm minyak goreng', '4. 1 sdt garam', '5. 1 sdt minyak wijen', '6. 150 gram pakcoy', '7. 4 siung bawang putih', '8. 1 sdt gula pasir']","['1. Tumis bawang putih dengan minyak goreng.', '2. Tambahkan saus tiram, garam, merica. Rebus pakcoy.', '3. Tiriskan pakcoy, siram dengan kuah.']",1 porsi,193,14.68,14.22,1.72,1.5,0,https://m.ftscrt.com/static/recipe/523a726d-9fdb-4b30-858b-039133c90dc0.jpg
Tempe Kecap,"['1. 2 siung bawang putih dimasak', '2. 1 sdm minyak goreng', '3. 3 sdm cabai merah atau rawit', '4. 1 sdt garam', '5. 2 kecil bawang merah', '6. 2 sdm kecap manis', '7. 100 gram tempe']","['1. Kupas bawang merah, bawang putih bawang putih dan cincang halus bersama cabai', '2. Panaskan minyak. Tumis bumbu sampai harum', '3. Masukan air, garam secukupnya, dan kecap manis', '4. Masukan tempe yang udah dipotong dadu', '5. Aduk-aduk hingga air susut']",1 porsi,489,23.68,56.79,22.38,6.4,0,https://m.ftscrt.com/static/recipe/082cfdd8-bbd1-4a46-a40c-e05649259d3a.jpg
Sup Tahu Brokoli,"['1. 3 g lada putih bubuk', '2. 5 gram garam laut', '3. 5 ml minyak goreng', '4. 1 besar telur', '5. 130 gram brokoli', '6. 175 gram tahu', '7. 1 siung bawang putih', '8. 1/2 sdt gula pasir']","['1. Cuci bersih brokoli dan pot dg tahu.', '2. Tumis bawang putih dg minyak lalu masukkan air.', '3. Masukkan brokoli rebus masukkan bumbu lalu masuk lg tahu.', '4. Terakhir kocok telur dan tuang sdkit ke dlm panci rebusan.', '5. Aduk rata, siap dimakan.']",2 porsi,159,9.32,8.89,12.05,2,106,https://m.ftscrt.com/static/recipe/62115c31-49dd-4fc9-b195-88707c406401.jpg
Sup Tofu Telur,"['1. 8 gram kaldu jamur', '2. 2 sdm minyak goreng', '3. 180 g egg tofu', '4. 1 sedang telur', '5. 8 gram cabai merah atau rawit', '6. 3 kecil bawang merah', '7. 1/4 sdt garam', '8. 1 sdm saus tiram', '9. 2 siung bawang putih']","['1. Potong tahu sesuai selera, lalu cincang bawang putih dan bawang merah.', '2. Panaskan minyak goreng dengan teflon, masukan bawang putih masak hingga tercium wanginya.', '3. Lalu masukan bawang merah sambil diaduk agar tidak gosong.', '4. Tambahkan air gelas.', '5. Masukan cabai, garam, kaldu jamur dan saus tiram.', '6. Lalu masukan telur, orak arik terus.', '7. Kemudian masukan tofu, diamkan hingga mendidih atau sudah terlihat matang.']",1 porsi,503,38.59,31.92,18.12,5.3,186,https://m.ftscrt.com/static/recipe/afcbc87b-2fa3-401c-acfb-008d88fdaaa1.jpg
Tempe Tahu Orek,"['1. 25 gram bawang merah', '2. 30 g saus sambal', '3. 45 ml minyak goreng', '4. 90 ml kecap manis', '5. 16 gram bawang putih', '6. 132 gram tempe', '7. 166 gram tahu goreng']","['1. Potong potong tempe, dan tahu goreng.', '2. Iris bawang merah dan bawang putih.', '3. Panaskan minyak kemudian tumis bawang merah dan bawang putih yang sudah di iris tipis.', '4. Setelah bawang merah dan bawang putih setengah matang masukkan tempe kemudian goreng hingga tempe setengah matang.', '5. Masukkan tahu, kemudian aduk dan masukkan kecap dan sambal masak hingga matang.']",305 porsi,5,0.29,0.39,0.18,0,0,https://m.ftscrt.com/static/recipe/5cbb7046-4610-454b-88c4-266719105876.jpg
Ayam Brokoli Tumis,"['1. 1 sdm minyak goreng', '2. 20 g saus tiram', '3. 1 mangkok, segar, potongan batang brokoli dimasak (dari segar)', '4. 1 sejumput lada hitam', '5. 1 sdt garam', '6. 80 gram dada ayam', '7. 1 siung bawang putih']","['1. Potong ayam dadu, lalu goreng ayam sampai kering.', '2. Tumis bawang putih, brokoli, dan masuk ayam.', '3. Tambah air, saus tiram, dan bumbu.', '4. Aduk sampai rata.', '5. Sajikan.']",1 porsi,347,20.58,14.47,27.81,5.4,66,https://m.ftscrt.com/static/recipe/fc638dbc-f534-4535-b9ab-fdf561cfc0a1.jpg
Dada Ayam Paprika,"['1. 1 sdt bawang putih cincang', '2. 50 gram udang', '3. 1 sejumput lada hitam', '4. 1 sejumput garam', '5. 1 sdm saus tiram', '6. 75 gram dada ayam', '7. 50 gram brokoli', '8. 30 gram wortel', '9. 40 gram paprika kuning manis', '10. 150 ml air']","['1. Masukan air tunggu sampai mendidih.', '2. Masukan bawang putih cincang.', '3. Masukan dada ayam, aduk sampai mendidih.', '4. Masukan sayuran dan bumbu lainya.', '5. Aduk sampai matang.', '6. Sajikan dengan taburan daun petersely.']",1 porsi,272,7.37,12.69,38.55,2.7,165,https://m.ftscrt.com/static/recipe/5e3c92fb-8155-402e-8e15-ad37f67a49f3.jpg
Gyoza,"['1. 1 sejumput garam laut', '2. 10 g tepung tapioka', '3. 20 kecil pangsit polos', '4. 1 sdt minyak wijen', '5. 1 sdm saus tiram', '6. 200 gram dada ayam', '7. 2 siung bawang putih', '8. 1 mangkok daun bawang', '9. 100 gram kubis']","['1. Haluskan Dada ayam , tapioka , 1 butir telur , kubis , ke dalam chopper sampai halus jangan lupa di beri bumbu.', '2. Isi kulit pangsit dengan isian gyoza.', '3. Kukus di atas teflon selama 30 menit dengan sedikit air sambil ditutup.']",20 porsi,49,1.62,4.86,3.73,0.3,9,https://m.ftscrt.com/static/recipe/01c35b4f-3dbb-4654-a79b-a94f6d3204da.jpg
Perdekel Tahu Bawang,"['1. 15 gram bawang merah', '2. 1 sdm virgin coconut oil', '3. 1 besar telur', '4. 10 gram bawang putih', '5. 10 gram daun bawang', '6. 150 gram tahu']","['1. Iris bawang-bawangan, kemudian panggang hingga harum.', '2. Hancurkan tahu, tambahkan bawang-bawangan.', '3. Masukan telur ke dalam adonan tahu.', '4. Tambahkan garam, merica, dan kaldu jamur.', '5. Panaskan 1sdm vco di teflon anti lengket.', '6. Mulai dry frying adonan, kurleb 1 sdm adonan setiap goreng perkedel.', '7. Tunggu hingga ke coklatan, dan angkat. Perkedel siap dinikmati.']",8 porsi,42,3.44,1.22,2.4,0.1,26,https://m.ftscrt.com/static/recipe/06ce6870-d0f4-4185-84c8-c051b48e69fc.jpg
Kare Capit Kepiting,"['1. 5,50 ml minyak goreng', '2. 15 ml sun kara', '3. 1/4 ikat ketumbar', '4. 1 sdt bubuk kari', '5. 500 gram kepiting', '6. 5 kecil bawang merah', '7. 3 siung bawang putih', '8. 20 gram cabai merah atau rawit']","['1. Tumis bumbu halus hingga wangi.', '2. Masukkan air secukupnya.', '3. Masukkan kara.', '4. Masukkan kepiting, garam dan kaldu bubuk, tambahkan cabe rawit utuh.', '5. Tes rasa.']",4 porsi,205,5.37,13.2,26.78,3,124,https://m.ftscrt.com/static/recipe/68de2ec5-a6b6-425e-a6bf-a2cdb3a84b67.jpg
Ayam Tempe Penyet,"['1. 5 g terasi', '2. 210 gram dada ayam', '3. 1/2 sdt garam', '4. 4 siung bawang putih', '5. 30 gram cabai merah atau rawit', '6. 4 kecil bawang merah', '7. 138 gram tempe']","['1. Ulek semua bumbu atau blender ditambahkan air.', '2. Setelah halus masukan ke panci, masukan ayam dan tempe, dan air.', '3. Tambah garam. Dan biarkan air menyusut.', '4. Hidangkan..']",2 porsi,458,18.36,31.37,47.85,6.2,87,https://m.ftscrt.com/static/recipe/cfe1c812-5c58-436f-8927-a6416c60dbc2.jpg
Dimsum Diet,"['1. 3 g lada putih bubuk', '2. 100 gram dada ayam', '3. 230 g royco kaldu rasa sapi', '4. 15 kecil pangsit polos', '5. 3 kecil bawang merah', '6. 125 gram tahu', '7. 1 besar putih telur', '8. 1 sdt garam', '9. 3 siung bawang putih', '10. 50 gram wortel']","['1. Perajang / haluskan bawang putih, bawang bombay, dada ayam, tahu, garam, merica, putih telur, dan kaldu.', '2. Parut semua wortel dengan parutan rujak / potong korek api tipis2.', '3. Isi kulit pangsit dengan isian ayam tahu yg sudah di haluskan.. Kemudian kukus sampai matang kurang lebih 15 menit .\nSiap di santap dan di nikmati.']",15 porsi,52,1.53,5.9,3.67,0.5,6,https://m.ftscrt.com/static/recipe/a6db4d28-2474-48c7-ac73-f6667b2ee455.jpg
Ayam Crispy Oatmil,"['1. 1 sdm olive oil', '2. 2 sdm oat', '3. 1 besar telur', '4. 1 sdm bubuk cabai', '5. 1 sdt, tumbuk oregano', '6. 100 gram dada ayam', '7. 1 sdt garam']","['1. Slice dada ayam ketebalan sesuai selera lalu bumbui dada ayam dgn garam dan bubuk cabai (optional).', '2. Kocok telur.', '3. Tuang quacker oat ke dalam mangkuk lalu bumbui lg dgn bubuk cabai, garlic powder, dan oregano.', '4. Tuang sedikit olive oil ke teflon klo bisa (anti lengket) yg sudah dipanaskan.', '5. Lumuri dada ayam dengan telur lalu balurkan ke oat yg sudah dibumbui. Panggang di dalam teflon dgn api sedang.', '6. Angkat ayam jika sudah kecoklatan.']",2 porsi,285,16.07,14.82,20.48,1.7,148,https://m.ftscrt.com/static/recipe/a0f3d59b-ae95-44ca-860e-880ed8188266.jpg
Pokcoy Siram Jamur Enoki,"['1. 10 gram kaldu jamur', '2. 1 sdm margarin', '3. 80 g jamur enoki', '4. 100 g egg tofu', '5. 80 gram daging babi', '6. 1/2 sedang bawang bombay', '7. 1 sejumput lada hitam', '8. 480 gram pakcoy']","['1. Rebus pokcoy d air mendidih yang d tambah garam.', '2. Lelehkan margarin dan tumus bawang bombay hingga layu.', '3. Masukkan daging babi dan tumis hingga berubah warna.', '4. Beri sedikit air bumbui dengan lada hitam dan kaldu jamur aduk rata.', '5. Masukkan jamur enoki, aduk rata hingga layu koreksi rasa.', '6. Tata pokcoy yg sudah d rebus d atas piring. Siram dengan tumisan jamur.']",4 porsi,117,7.38,5.65,8.06,1.7,18,https://m.ftscrt.com/static/recipe/59a7fc8c-6a05-401f-bbfa-47f263f246c2.jpg
Omlate Bayam,"['1. 1 takaran royco ayam', '2. 1 takaran lada putih bubuk', '3. 9 ml minyak goreng filma', '4. 55 gram telur', '5. 30 gram wortel', '6. 28 gram bayam']","['1. Rebus bayam, parut wortel.', '2. Kocok 1 butir telur, campurkan dengan parutan wortel, bayar rebus.', '3. Tambahkan bumbu penyedap, lalu bisa tambahkan cabai/saus sambal bila suka pedas.', '4. Panaskan minyak goreng secukupnya lalu masak kurang lebih selama 6mnt.']",1 porsi,179,13.65,6.31,8.0,1.4,233,https://m.ftscrt.com/static/recipe/88c11434-9abb-43a5-b451-c0bfc429770e.jpg
Steam Fish,"['1. 3 g lada putih bubuk', '2. 8 g jeruk nipis', '3. 2 sdm kecap asin (kedelai)', '4. 1 sdm cabai merah atau rawit', '5. 1/2 sdt garam', '6. 200 gram ikan bawal', '7. 1 sdt minyak wijen', '8. 1 sdm saus tiram', '9. 1 siung bawang putih', '10. 2 iris diameter 2,5 cm jahe', '11. 30 gram daun bawang', '12. 20 gram sereh']","['1. Bumbui ikan dengan garam, lada, dan jeruk nipis, diamkan 10 menit.', '2. Letakkan ikan pada wadah tahan panas, Kukus bersama irisan jahe, bawang putih dan sereh selama 10 menit. Kemudian buang airnya ( ikan berair saat dikukus).', '3. Siap kan saus, (5 sdm air matang, minyak wijen, kecap asin, saus tiram, lada. Jika kurang asin tambahkan sedikit garam).', '4. Setelah 10 menit angkat ikan, masukkan saus. Kemudian kukus lagi selama 10 menit.', '5. Tambahkan daun bawang dan cabai merah. Kukus lagi sebentar kemudian angkat.']",1 porsi,310,8.18,21.32,38.45,2.7,123,https://m.ftscrt.com/static/recipe/193b92d4-5b96-4ba1-b64e-7a99bfdb700b.jpg
Aglio Olio,"['1. 1,5 g garam', '2. 2,5 g boncabe', '3. 11 ml minyak goreng', '4. 3 g lada putih bubuk', '5. 1 sdm saos tiram', '6. 2 sdt minced garlic', '7. 60 g spaghetti', '8. 1/2 kecil chicken breast (skin not eaten)', '9. 1 medium carrot', '10. 1 mangkok green string beans', '11. 1 sdt, tumbuk oregano', '12. 1 chicken sausage']","['1. Rebus spageti sampai al dente.', '2. Tumis bawang putih, masukan dada ayam, sosis, sayuran, lalu saus tiram dan bumbu.', '3. Masukan spageti yg sudah direbus, lada garam, oregano, dan boncabe.', '4. Siap disajikan.']",2 porsi,292,8.5,33.46,19.2,4.2,42,https://m.ftscrt.com/static/recipe/82f06889-2e66-4ded-a233-81ff7d6863a2.jpg
Sup Daging Selada Air,"['1. 2 g royco ayam', '2. 3 g lada putih bubuk', '3. 1 sdt garam', '4. 200 gram daging sapi', '5. 20 gram cabai merah atau rawit', '6. 40 gram bawang bombay', '7. 15 gram bawang putih', '8. 300 gram selada air', '9. 150 gram jamur tiram']","['1. Rebus daging buang airnya, direbus kembali dengan bawang putih, bawang bombay dan cabe, bumbui dengan garam, merica, dan royco ayam.', '2. Masukan jamur, tunggu beberapa saat.', '3. Masukan selada air tunggu sampe selada air matang sebelum disajikan.']",4 porsi,193,10.9,8.91,17.07,2.8,44,https://m.ftscrt.com/static/recipe/357c500a-d89c-4045-ad20-ba5ed87a7d77.jpg
Kwetiau Ayam,"['1. 2 gram bawang bombay dimasak', '2. 2 ml minyak goreng', '3. 1 sendok saus sambal', '4. 15 gram dada ayam', '5. 100 gram kwetiau', '6. 2 sdm kecap manis', '7. 1/2 sdt garam']","['1. Panaskan minyak dalam wajan dan tumis bawang bombay.', '2. Masukkan ayam yg sudah di potong, lalu tumis sebentar.', '3. Tambahkan kwetiau dan bumbunya.', '4. Campur dengan baik. Angkat dari api setelah selesai. Tambahkan lauk yang diinginkan.']",1 porsi,322,9.43,48.97,9.9,0.5,16,https://m.ftscrt.com/static/recipe/9c82a46c-2cb2-4490-89ec-b134ef3d14ed.jpg
Bulgogi,"['1. 3 g lada putih bubuk', '2. 15 ml kecap asin', '3. 70 ml kecap manis', '4. 20 ml minyak goreng', '5. 250 gram daging sapi', '6. 100 gram bawang bombay', '7. 1 sejumput lada hitam', '8. 3 sdm saus tiram', '9. 10 sdm saus tomat']","['1. Iris tipis daging sapi dan bawang bombay. Masukkan ke dalam mangkuk dan tambahkan semua bumbu.', '2. Marinasi selama 30 menit atau semalaman.', '3. Dalam wajan yang sudah dipanaskan sebelumnya, tumis daging sapi yang sudah diasinkan, sering diaduk atau dibalik sesering yang Anda suka sampai matang.', '4. Sajikan dengan telur dan beberapa sayuran.']",2 porsi,705,33.82,65.61,35.53,1,109,https://m.ftscrt.com/static/recipe/d5f8b0d9-dadc-45ac-9eb0-6b2b3a7963d3.jpg
Spaghetti Gandum dengan Saus Tomat,"['1. 20 ml susu uht low fat', '2. 50 gram spageti gandum', '3. 1 besar telur', '4. 1 siung bawang putih', '5. 100 gram saus spageti tanpa daging', '6. 1 kecil bawang merah', '7. 1 gelas air']","['1. Rebus air hingga mendidih beri sedikit garam. Masak spaghetti gandum dan tiriskan dalam saringan.', '2. Tumis bawang bombay di atas granite teflon, tambahkan saus spageti tomat dan aduk rata.', '3. Tambahkan spageti dan aduk. Tambahkan air sedikit demi sedikit.', '4. Tambahkan telur dan susu rendah lemak dan aduk sampai sedikit mengental.', '5. Pindahkan ke piring dan sajikan dengan mentimun, opsional.']",1 porsi,252,7.95,34.01,12.42,3.8,213,https://m.ftscrt.com/static/recipe/db201b7a-b425-4dfb-9459-ae0083d41ddd.jpg
Bihun Jamur,"['1. 1.5 g kaldu rasa jamur', '2. 1 sdm kecap manis', '3. 1 sdm kecap asin', '4. 1 besar egg', '5. 50 gram cooked spinach (from fresh)', '6. 50 gram chicken sausage', '7. 5 gram garlic', '8. 50 gram shiitake mushrooms (stir-fried)', '9. 100 gram vermicelli']","['1. Tumis bawang putih.', '2. Masukkan sosis, jamur. Angkat.', '3. Orek telur, angkat.', '4. Tumis bayam, angkat.', '5. Rebus bihun, tiriskan.', '6. Tumis bihun, masukkan kecap asin, kecap manis, dan kaldu jamur\nMasukkan sosis, jamur, telur, bayam.', '7. Masukkan sosis, jamur, telur, bayam.', '8. Bumbui dengan garam dan merica sesuai selera.']",1 porsi,433,12.2,55.15,25.45,4.8,252,https://m.ftscrt.com/static/recipe/6ba736b9-e389-425f-8ec0-3c22d551956b.jpg
Bihun Rebus,"['1. 2 g royco ayam', '2. 2,75 ml minyak jagung', '3. 60 g bihun jagung', '4. 3 g lada putih bubuk', '5. 1 porsi bawang merah', '6. 40 gram sawi hijau', '7. 1 sdm cabai merah atau rawit', '8. 1 sdt garam', '9. 2 siung bawang putih', '10. 1 gelas air']","['1. Rebus bihun setengah matang dengan sedikit minyak.', '2. Cuci dan potong bawang merah, bawang putih, cabai rawit, sawi hijau, dan seledri.', '3. Oseng bawang merah, bawang putih, dan cabai rawit dengan sedikit minyak cco.', '4. Tambahkan air secukupnya.', '5. Bila sudah mendidih masukkan sawi hijau, dan seledri. Setelah 1 menit masukkan bihun yang sudah setengah matang.', '6. Masukkan bumbu : garam, lada, dan royco secukupnya. Hidangkan.']",2 porsi,186,1.77,31.14,1.38,2,0,https://m.ftscrt.com/static/recipe/ac94cf7f-b1fe-491a-8e5e-0750d86273e0.jpg
Stim Ikan Ala Chinese,"['1. 0,65 g stevia sweetener', '2. 1/4 hot chili pepper', '3. 23 g saus tiram', '4. 15 ml kecap asin', '5. 1 siung bawang putih', '6. 120 gram ikan', '7. 1/4 mangkok, dicincang daun bawang (loncang)']","['1. Masak saos ala chinese dengan cara pertama oseng bawang putih dan jahe.', '2. Tambahkan air secukupnya.', '3. Tambahkan kecap asin', '4. Tambahkan saos tiram.', '5. Tunggu hingga mendidih.', '6. Jika ikan sudah masak siram dengan saos ala chinese.', '7. Tunggu hingga mendidih.', '8. Stim ikan senangin dengan daun bawang, cabai merah dan cabai hijau di atasnya.']",1 porsi,134,1.27,8.14,23.49,1,70,https://m.ftscrt.com/static/recipe/caa2bb8c-4308-47f7-b7ab-6e66cc874508.jpg
Pan Sarden Pizza,"['1. 2 siung bawang putih dimasak', '2. 7 gram ragi', '3. 1 1/2 sdm minyak goreng', '4. 1 sdm madu', '5. 10 g cheddar', '6. 1 sendok saus sambal', '7. 75 g sarden saus tomat', '8. 32 g smoked beef', '9. 60 g keju mozarella', '10. 30 ml saus tomat', '11. 125 g tepung segitiga biru', '12. 25 gram bawang bombay dimasak', '13. 10 gram cabai merah atau rawit', '14. 1 sosis ayam', '15. 3/4 sdt garam', '16. 7 gram gula pasir', '17. 140 ml air']","['1. Aduk air hangat, ragi, dan gula pasir hingga rata lalu diamkan hingga berbuih (2-3 menit).', '2. Masukkan garam, madu, dan 1.5 sdm minyak dan aduk rata.', '3. Tuang adukan ragi ke 250 gram tepung terigu, aduk hingga semua meyatu.', '4. Alasi permukaan meja dengan minyak. Uleni adonan hingga, tidak perlu sampai kalis.', '5. Pipihkan adonan dengan rolling pin seukuran pan yang digunakan.', '6. Untuk topping pizza, tumis sosis dan smoked beef yang sudah dipotong sesuai selera. Kemudian sisihkan.', '7. Tumis bawang putih dan bawang bombai yang sudah diiris hingga wangi. Masukkan sarden, irisan cabai rawit, saus sambal dan saus tomat. Masak hingga mengental.', '8. Panaskan teflon baru di api sedang, olesi dengan minyak lalu panggang satu sisi pizza hingga matang (agak kecoklatan di beberapa bagian).']",1 porsi,1244,44.59,159.81,54.05,4.7,27,https://m.ftscrt.com/static/recipe/56aaff7a-8c86-435c-92de-a9426be354ec.jpg
Bibimbap,"['1. 40 g saus topokki hot spicy', '2. 59 gram bawang merah', '3. 84 gram telur dadar atau telur orak-arik', '4. 128 gram nasi merah', '5. 10 gram kubis cina (bok-choy, pak-choi)', '6. 53 gram wortel', '7. 2 siung bawang putih']","['1. Rebus kubis, wortel, bw merah, bw putih selama 15 menit.', '2. Tempatkan beras merah kukus dalam mangkuk.', '3. Susun bahan yg direbus tdi di atas nasi merah.', '4. Orak arik telur ,lalu letakan di atas.', '5. Tambahkan saus gocujhang atau saus tteokbokki.', '6. Campur semua makanan.', '7. Siap disajikan.']",1 porsi,438,11.72,67.95,15.39,4.8,289,https://m.ftscrt.com/static/recipe/65ff05ea-40ee-4b16-9f63-b1fae2a6e9b5.jpg
Ayam Saos Mentega,"['1. 5 ml minyak jagung', '2. 25 g saus tiram', '3. 30 ml madu', '4. 2 sdm madu', '5. 200 gram daging dada ayam (ayam pedaging, dipanggang, dimasak)']","['1. Siapkan 200 gr ayam cuci bersih , potong sesuai selera.', '2. Marinasi dengan 2 bawang puth halus , penyedam , lada , garam , saus tiram 2 sdm , madu 3 sdm , tepung maizena 1 sdm.', '3. Simpan dalam kulkas selama minimal 15 menit.', '4. Siapkan bumbu tumis nya , bawang bombay , minyak tropicana 1sdt ,.', '5. Tumis bumbu tumis lalu masukan bumbu marinasi.']",1 porsi,597,11.7,71.63,62.51,0.2,170,https://m.ftscrt.com/static/recipe/07f8f3c1-43c6-42fc-be78-38528435f587.jpg
Oat Goreng Special,"['1. 2 g royco ayam', '2. 2.5 g boncabe', '3. 6 g saus tiram', '4. 9 g lada putih bubuk', '5. 5 g pilus sapi panggang', '6. 6 gram bawang merah', '7. 20 g oat', '8. 1 besar telur', '9. 14 sedang paprika merah manis', '10. 1 sdt bawang putih bubuk', '11. 13 gram cabai merah atau rawit', '12. 47 gram daging dada ayam (ayam pedaging)', '13. 47 gram brokoli', '14. 13 gram bawang bombay', '15. 19 gram bawang putih', '16. 2 gram daun bawang', '17. 14 gram sawi putih']","['1. Pertama haluskan bawang putih, merah, cabai diberi garam dan merica.', '2. Bumbu yang sudah dihaluskan ditumis dan bawang bombay lalu masukan telur dan oat+ sayurÂ²nya.', '3. DiadukÂ² lalu masukan 1sdt Saori dan bumbu royco secukupnya dan tambahkan bumbu nasi goreng sajiku sejumput aja!', '4. Ayam dimasak diberi bumbu bawang putih, merica , bon cabe dan ohaiong. Lalu di panggang pake telfon sampai matang.', '5. Sajikan deh! Tambahkan pilus buat topping aja wkwk.']",1 porsi,812,15.98,146.95,40.91,40.7,239,https://m.ftscrt.com/static/recipe/2a4f137e-1dec-42ef-a579-741d05d8323b.jpg
